Icon,Date/Time,Description,"Event Type"
true,"2000-12-07 10:44:26","/Program Files/Microsoft Office/Stationery/1033/SEAMARBL.HTM","File Modified"
true,"1999-10-15 22:55:56","/WINDOWS/Fonts/ITCEDSCR.TTF","File Modified"
true,"1998-03-14 09:19:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01740_.GIF","File Modified"
true,"1998-08-20 23:56:08","/Program Files/Microsoft Office/Stationery/1033/SEAMARBL.JPG","File Modified"
true,"1999-11-16 00:09:10","/WINDOWS/Fonts/LSANSDI.TTF","File Modified"
true,"1998-03-09 23:03:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00121_.WMF","File Modified"
true,"1998-03-14 09:17:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01742_.GIF","File Modified"
true,"2000-10-06 21:14:18","/Program Files/Microsoft Office/Stationery/1033/TECHTOOL.GIF","File Modified"
true,"1998-03-14 09:17:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01743_.GIF","File Modified"
true,"2000-12-07 10:45:10","/Program Files/Microsoft Office/Stationery/1033/TECHTOOL.HTM","File Modified"
true,"1998-03-10 06:57:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00255_.WMF","File Modified"
true,"1998-03-14 06:38:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01744_.GIF","File Modified"
true,"1998-03-14 09:17:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01745_.GIF","File Modified"
true,"2002-07-31 06:42:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00256_.WMF","File Modified"
true,"1998-03-10 06:55:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00261_.WMF","File Modified"
true,"1998-03-14 09:17:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01746_.GIF","File Modified"
true,"1998-03-10 05:00:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00297_.WMF","File Modified"
true,"1998-03-14 09:17:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01748_.GIF","File Modified"
true,"1998-03-14 06:33:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00372_.WMF","File Modified"
true,"1998-03-14 09:16:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01751_.GIF","File Modified"
true,"1998-03-14 05:45:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01842_.GIF","File Modified"
true,"2002-07-31 06:42:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00405_.WMF","File Modified"
true,"1998-03-14 05:45:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB01843_.GIF","File Modified"
true,"1998-03-14 05:39:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/WB02229_.GIF","File Modified"
true,"2001-04-07 06:59:30","/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP8/A0003659.rbf","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/WHIRL1.WMF","File Modified"
true,"2001-05-20 10:57:40","/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP8/A0003660.rbf","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/WHIRL2.WMF","File Modified"
true,"2002-07-31 06:42:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01145_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/WING1.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/WING2.WMF","File Modified"
true,"1999-08-19 01:13:24","/WINDOWS/Fonts/ARLRDBD.TTF","File Modified"
true,"1999-08-19 01:13:28","/WINDOWS/Fonts/BASKVILL.TTF","File Modified"
true,"1999-08-19 01:13:28","/WINDOWS/Fonts/BAUHS93.TTF","File Modified"
true,"1999-08-19 01:13:30",/WINDOWS/Fonts/BELL.TTF,"File Modified"
true,"1999-08-19 01:13:30",/WINDOWS/Fonts/BELLB.TTF,"File Modified"
true,"1999-08-19 01:13:32",/WINDOWS/Fonts/BELLI.TTF,"File Modified"
true,"1999-08-19 01:13:34","/WINDOWS/Fonts/BERNHC.TTF","File Modified"
true,"1998-11-12 21:18:32",/WINDOWS/Fonts/BKANT.TTF,"File Modified"
true,"1998-08-05 05:15:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0144773.JPG","File Modified"
true,"1998-08-05 05:26:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0145373.JPG","File Modified"
true,"1998-08-05 05:35:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0145669.JPG","File Modified"
true,"1998-08-05 05:35:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0145707.JPG","File Modified"
true,"1998-08-05 05:37:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0145810.JPG","File Modified"
true,"2000-09-26 05:07:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0145879.JPG","File Modified"
true,"2000-10-25 06:13:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0145895.JPG","File Modified"
true,"1998-08-05 05:39:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0145904.JPG","File Modified"
true,"1998-03-10 06:06:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00222_.WMF","File Modified"
true,"1998-03-10 04:03:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00242_.WMF","File Modified"
true,"1998-03-09 21:44:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00319_.WMF","File Modified"
true,"2002-05-13 22:50:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0148798.JPG","File Modified"
true,"1998-03-09 23:48:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00320_.WMF","File Modified"
true,"1998-03-10 07:40:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00397_.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/tsbyuv.dll","File Created"
true,"2002-05-13 22:48:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0149118.JPG","File Modified"
true,"1998-03-11 01:43:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/EN00902_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/EXPLR_01.MID","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/FALL_01.MID","File Modified"
true,"1998-03-10 06:33:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00074_.WMF","File Modified"
true,"1998-03-10 06:33:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00076_.WMF","File Modified"
true,"1998-03-09 21:44:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00077_.WMF","File Modified"
true,"1998-03-09 21:44:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00086_.WMF","File Modified"
true,"1998-03-10 06:32:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00090_.WMF","File Modified"
true,"1998-03-09 21:44:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00096_.WMF","File Modified"
true,"1998-03-09 21:44:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00296_.WMF","File Modified"
true,"1998-03-09 23:00:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00297_.WMF","File Modified"
true,"1999-10-15 22:55:52","/WINDOWS/Fonts/CHILLER.TTF","File Modified"
true,"1998-03-09 21:44:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00361_.WMF","File Modified"
true,"1999-08-19 01:13:44","/WINDOWS/Fonts/COLONNA.TTF","File Modified"
true,"1998-03-10 06:35:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00369_.WMF","File Modified"
true,"1998-03-10 04:19:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00382_.WMF","File Modified"
true,"1998-03-09 21:43:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD00397_.WMF","File Modified"
true,"1998-03-10 00:07:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00017_.WMF","File Modified"
true,"1998-03-10 00:07:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00018_.WMF","File Modified"
true,"1998-03-09 22:31:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00152_.WMF","File Modified"
true,"2001-08-18 03:36:32","/WINDOWS/system32/spnike.dll","File Created"
true,"1999-12-02 07:58:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00157_.WMF","File Modified"
true,"1998-03-10 03:32:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00159_.WMF","File Modified"
true,"1999-08-19 01:13:44","/WINDOWS/Fonts/COOPBL.TTF","File Modified"
true,"1998-03-09 22:30:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00166_.WMF","File Modified"
true,"1999-08-19 01:13:48","/WINDOWS/Fonts/COPRGTB.TTF","File Modified"
true,"1998-03-09 22:30:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00168_.WMF","File Modified"
true,"1999-08-19 01:13:48","/WINDOWS/Fonts/COPRGTL.TTF","File Modified"
true,"1998-03-09 22:30:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00170_.WMF","File Modified"
true,"2001-04-03 05:38:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0382962.JPG","File Modified"
true,"1998-03-09 22:30:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00177_.WMF","File Modified"
true,"2001-08-17 18:58:00","/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001727.dll","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrcntra.dll","File Created"
true,"1998-03-09 22:30:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00190_.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrcoina.dll","File Created"
true,"2001-04-03 05:38:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0382967.JPG","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrdpa.dll","File Created"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrdtea.dll","File Created"
true,"1998-03-09 22:30:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00194_.WMF","File Modified"
true,"2001-08-17 18:57:54","/System Volume Information/_restore{6636DFB4-3563-4401-B767-70A62BFCF4C9}/RP5/A0001733.dll","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrfaxa.dll","File Created"
true,"1998-11-05 06:30:44","/WINDOWS/Fonts/BOOKOS.TTF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrlbva.dll","File Created"
true,"1998-11-05 06:30:44","/WINDOWS/Fonts/BOOKOSB.TTF","File Modified"
true,"1998-03-09 22:29:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00199_.WMF","File Modified"
true,"2001-08-18 03:37:00","/WINDOWS/system32/usrmlnka.exe","File Created"
true,"1998-11-05 06:30:44","/WINDOWS/Fonts/BOOKOSBI.TTF","File Modified"
true,"1998-03-09 22:29:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00200_.WMF","File Modified"
true,"2001-08-18 03:37:00","/WINDOWS/system32/usrprbda.exe","File Created"
true,"1999-08-19 02:53:46","/WINDOWS/Fonts/BOOKOSI.TTF","File Modified"
true,"1998-03-10 03:30:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00208_.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrrtosa.dll","File Created"
true,"1999-10-15 22:55:46","/WINDOWS/Fonts/BRADHITC.TTF","File Modified"
true,"1998-03-10 03:30:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00212_.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrsdpia.dll","File Created"
true,"1999-08-19 01:13:38","/WINDOWS/Fonts/BRITANIC.TTF","File Modified"
true,"2001-08-18 03:37:00","/WINDOWS/system32/usrshuta.exe","File Created"
true,"1998-07-15 02:41:46","/WINDOWS/Fonts/BRLNSB.TTF","File Modified"
true,"1996-11-17 13:00:00","/Program Files/Microsoft Office/Office12/1033/GR8GALRY.GRA","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrsvpia.dll","File Created"
true,"1998-07-15 02:41:52","/WINDOWS/Fonts/BRLNSDB.TTF","File Modified"
true,"1999-11-20 02:39:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00299_.WMF","File Modified"
true,"1998-07-15 02:41:56","/WINDOWS/Fonts/BRLNSR.TTF","File Modified"
true,"1998-03-09 21:42:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00333_.WMF","File Modified"
true,"1998-03-11 05:38:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/MP00646_.WMF","File Modified"
true,"2002-05-04 06:04:52","/WINDOWS/Fonts/BROADW.TTF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/MUSIC_01.MID","File Modified"
true,"1999-11-20 02:39:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00350_.WMF","File Modified"
true,"1999-08-19 01:13:40","/WINDOWS/Fonts/BRUSHSCI.TTF","File Modified"
true,"1998-03-09 23:34:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00057_.WMF","File Modified"
true,"1998-03-09 23:34:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00058_.WMF","File Modified"
true,"1998-03-09 21:31:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00068_.WMF","File Modified"
true,"2000-06-01 21:15:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0341475.JPG","File Modified"
true,"1998-03-10 04:18:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00330_.WMF","File Modified"
true,"1998-03-10 03:39:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00388_.WMF","File Modified"
true,"1998-07-15 02:42:02","/WINDOWS/Fonts/CALIFB.TTF","File Modified"
true,"1998-03-09 22:38:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00389_.WMF","File Modified"
true,"1999-04-03 04:31:20","/WINDOWS/Fonts/CALIST.TTF","File Modified"
true,"1998-03-09 22:38:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00390_.WMF","File Modified"
true,"1999-04-03 04:32:10","/WINDOWS/Fonts/CALISTB.TTF","File Modified"
true,"1998-03-10 06:28:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00723_.WMF","File Modified"
true,"1999-04-03 04:32:14","/WINDOWS/Fonts/CALISTBI.TTF","File Modified"
true,"2000-10-31 00:24:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00726_.WMF","File Modified"
true,"1999-04-03 04:32:20","/WINDOWS/Fonts/CALISTI.TTF","File Modified"
true,"2001-07-22 07:39:44","/WINDOWS/ServicePackFiles/i386/p6disp.gpd","File Modified"
true,"1998-03-10 06:07:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00737_.WMF","File Modified"
true,"1999-10-15 22:55:48","/WINDOWS/Fonts/CASTELAR.TTF","File Modified"
true,"2001-07-22 07:39:44","/WINDOWS/ServicePackFiles/i386/p6font.gpd","File Modified"
true,"1998-03-09 21:38:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00833_.WMF","File Modified"
true,"1999-10-15 22:55:52","/WINDOWS/Fonts/CENTAUR.TTF","File Modified"
true,"1998-03-09 21:42:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00898_.WMF","File Modified"
true,"1998-03-10 04:31:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00934_.WMF","File Modified"
true,"1998-07-15 02:42:16","/WINDOWS/Fonts/CALIFR.TTF","File Modified"
true,"1998-03-10 03:09:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE00998_.WMF","File Modified"
true,"2000-11-14 05:10:08","/Program Files/Microsoft Office/Templates/12/MseNewFileItems/HTMLPAGE.HTM","File Modified"
true,"1999-03-18 04:07:42","/WINDOWS/Fonts/CENSCBK.TTF","File Modified"
true,"1999-10-08 22:04:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE01160_.WMF","File Modified"
true,"1999-11-04 03:59:38","/Program Files/Microsoft Office/Templates/12/MseNewFileItems/NewFileItems.vsdir","File Modified"
true,"1999-08-16 06:38:16","/Program Files/Microsoft Office/Templates/12/MseNewFileItems/TEXTFILE.TXT","File Modified"
true,"1999-10-08 22:04:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE01172_.WMF","File Modified"
true,"1999-06-25 00:40:26","/WINDOWS/Fonts/ELEPHNT.TTF","File Modified"
true,"1999-11-20 02:39:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE01191_.WMF","File Modified"
true,"1999-06-25 00:40:26","/WINDOWS/Fonts/ELEPHNTI.TTF","File Modified"
true,"1998-03-10 02:39:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE01661_.WMF","File Modified"
true,"1999-06-26 01:23:22",/WINDOWS/Fonts/ENGR.TTF,"File Modified"
true,"1999-03-18 04:07:00","/WINDOWS/Fonts/ERASBD.TTF","File Modified"
true,"1999-03-18 04:07:04","/WINDOWS/Fonts/ERASDEMI.TTF","File Modified"
true,"1999-03-18 04:07:10","/WINDOWS/Fonts/ERASLGHT.TTF","File Modified"
true,"1998-03-09 21:42:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02262_.WMF","File Modified"
true,"1998-03-11 04:44:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY01252_.WMF","File Modified"
true,"1999-03-18 04:07:14","/WINDOWS/Fonts/ERASMD.TTF","File Modified"
true,"1998-03-11 04:43:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY01253_.WMF","File Modified"
true,"1998-04-05 08:04:28","/Program Files/Microsoft Visual Studio/COMMON/IDE/IDE98/ASP.TLB","File Modified"
true,"1999-10-13 07:49:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02263_.WMF","File Modified"
true,"1999-04-24 05:22:52","/WINDOWS/Fonts/FELIXTI.TTF","File Modified"
true,"1998-03-10 03:27:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02265_.WMF","File Modified"
true,"1998-03-11 07:46:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY01462_.WMF","File Modified"
true,"1998-03-09 21:42:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02270_.WMF","File Modified"
true,"1998-03-11 06:46:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY01491_.WMF","File Modified"
true,"2001-01-11 03:32:52",/WINDOWS/Fonts/FRABK.TTF,"File Modified"
true,"1998-03-11 01:43:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY01563_.WMF","File Modified"
true,"2000-08-12 01:53:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02278_.WMF","File Modified"
true,"2001-01-11 03:32:52","/WINDOWS/Fonts/FRABKIT.TTF","File Modified"
true,"1998-03-10 03:56:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02280_.WMF","File Modified"
true,"1998-03-11 05:41:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY01572_.WMF","File Modified"
true,"1999-04-24 05:22:54",/WINDOWS/Fonts/FRADM.TTF,"File Modified"
true,"1998-03-11 16:56:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/SY01590_.WMF","File Modified"
true,"1999-11-23 00:29:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02285_.WMF","File Modified"
true,"1999-04-24 05:22:54","/WINDOWS/Fonts/FRADMCN.TTF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/TAIL.WMF","File Modified"
true,"1999-11-20 02:39:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02287_.WMF","File Modified"
true,"1999-04-24 05:22:54","/WINDOWS/Fonts/FRADMIT.TTF","File Modified"
true,"1998-03-10 07:11:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00011_.WMF","File Modified"
true,"1999-11-20 02:39:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02293_.WMF","File Modified"
true,"1999-04-24 05:22:54",/WINDOWS/Fonts/FRAHV.TTF,"File Modified"
true,"1999-11-30 05:21:48","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02296_.WMF","File Modified"
true,"1999-04-24 05:22:54","/WINDOWS/Fonts/FRAHVIT.TTF","File Modified"
true,"1998-03-09 23:31:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02522_.WMF","File Modified"
true,"1999-05-06 09:02:58","/WINDOWS/Fonts/FRAMDCN.TTF","File Modified"
true,"1999-10-15 22:55:54","/WINDOWS/Fonts/FREESCPT.TTF","File Modified"
true,"1998-03-09 21:41:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00211_.WMF","File Modified"
true,"1998-03-10 00:24:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE03241_.WMF","File Modified"
true,"1999-08-19 01:13:54","/WINDOWS/Fonts/FTLTLT.TTF","File Modified"
true,"1998-03-10 07:03:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00217_.WMF","File Modified"
true,"1999-11-20 02:39:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE03257_.WMF","File Modified"
true,"1999-04-24 05:22:54","/WINDOWS/Fonts/FRSCRIPT.TTF","File Modified"
true,"1998-03-09 23:32:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE03339_.WMF","File Modified"
true,"1998-03-10 06:54:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00218_.WMF","File Modified"
true,"1998-03-09 21:40:32","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00231_.WMF","File Modified"
true,"1998-03-10 03:47:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00234_.WMF","File Modified"
true,"1998-03-11 01:49:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE03453_.WMF","File Modified"
true,"1998-03-10 03:44:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00241_.WMF","File Modified"
true,"1999-10-15 22:55:58","/WINDOWS/Fonts/ITCKRIST.TTF","File Modified"
true,"1998-03-09 21:42:10","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00246_.WMF","File Modified"
true,"1999-10-15 22:56:00","/WINDOWS/Fonts/JOKERMAN.TTF","File Modified"
true,"1998-03-09 21:42:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00253_.WMF","File Modified"
true,"2001-08-18 03:36:20","/WINDOWS/system32/mdwmdmsp.dll","File Created"
true,"1999-10-15 22:56:02","/WINDOWS/Fonts/JUICE___.TTF","File Modified"
true,"1998-03-09 21:39:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00255_.WMF","File Modified"
true,"1998-03-09 23:23:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00330_.WMF","File Modified"
true,"1999-01-14 01:14:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0199609.WMF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/KUNSTLER.TTF","File Modified"
true,"1998-03-11 02:46:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN00687_.WMF","File Modified"
true,"1999-08-19 01:14:04","/WINDOWS/Fonts/LATINWD.TTF","File Modified"
true,"1998-03-11 05:36:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN01164_.WMF","File Modified"
true,"1999-10-27 23:26:36","/WINDOWS/Fonts/LBRITE.TTF","File Modified"
true,"1998-03-11 05:40:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/TN01165_.WMF","File Modified"
true,"1999-10-27 23:26:36","/WINDOWS/Fonts/LBRITED.TTF","File Modified"
true,"1999-01-14 01:01:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0200273.WMF","File Modified"
true,"1999-10-27 23:26:38","/WINDOWS/Fonts/LBRITEDI.TTF","File Modified"
true,"1998-03-11 09:51:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00171_.GIF","File Modified"
true,"1999-01-14 01:01:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0200279.WMF","File Modified"
true,"1999-10-27 23:26:38","/WINDOWS/Fonts/LBRITEI.TTF","File Modified"
true,"1998-03-14 08:19:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00172_.GIF","File Modified"
true,"1999-01-14 01:01:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0200289.WMF","File Modified"
true,"1999-10-28 04:34:14","/WINDOWS/Fonts/LCALLIG.TTF","File Modified"
true,"1998-03-14 07:06:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00174_.GIF","File Modified"
true,"1999-01-14 01:04:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0200377.WMF","File Modified"
true,"1999-10-27 23:26:38",/WINDOWS/Fonts/LFAX.TTF,"File Modified"
true,"1998-03-14 06:38:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00175_.GIF","File Modified"
true,"1999-10-27 23:26:38",/WINDOWS/Fonts/LFAXD.TTF,"File Modified"
true,"1998-03-14 06:34:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/AG00176_.GIF","File Modified"
true,"1999-10-27 23:26:38","/WINDOWS/Fonts/LFAXDI.TTF","File Modified"
true,"1998-03-09 23:21:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN00010_.WMF","File Modified"
true,"1999-10-27 23:26:38",/WINDOWS/Fonts/LFAXI.TTF,"File Modified"
true,"1998-03-09 21:51:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN00015_.WMF","File Modified"
true,"1999-10-28 04:34:14","/WINDOWS/Fonts/LHANDW.TTF","File Modified"
true,"1998-03-10 03:47:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN00790_.WMF","File Modified"
true,"2002-05-16 05:25:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0202045.JPG","File Modified"
true,"1999-11-16 00:09:10",/WINDOWS/Fonts/LSANS.TTF,"File Modified"
true,"1998-03-09 21:51:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN00853_.WMF","File Modified"
true,"1999-02-12 21:39:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0211981.WMF","File Modified"
true,"1999-11-16 00:09:10","/WINDOWS/Fonts/LSANSD.TTF","File Modified"
true,"1998-03-10 06:44:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN00914_.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrv80a.dll","File Created"
true,"1999-11-18 23:29:38",/WINDOWS/Fonts/LTYPE.TTF,"File Modified"
true,"1998-03-09 21:50:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN00932_.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrvoica.dll","File Created"
true,"1999-11-18 23:29:38","/WINDOWS/Fonts/LTYPEB.TTF","File Modified"
true,"1998-03-10 06:41:22","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN00965_.WMF","File Modified"
true,"2001-08-18 03:36:34","/WINDOWS/system32/usrvpa.dll","File Created"
true,"1999-11-18 23:29:38","/WINDOWS/Fonts/LTYPEBO.TTF","File Modified"
true,"1998-03-10 05:07:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01060_.WMF","File Modified"
