Icon,Date/Time,Description,"Event Type"
true,"1999-11-18 23:29:38","/WINDOWS/Fonts/LTYPEO.TTF","File Modified"
true,"1998-03-10 07:49:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01173_.WMF","File Modified"
true,"1998-03-10 07:49:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01174_.WMF","File Modified"
true,"1998-03-09 23:59:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/AN01184_.WMF","File Modified"
true,"1998-07-15 02:42:16","/WINDOWS/Fonts/MAGNETOB.TTF","File Modified"
true,"1999-02-10 23:06:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0215070.WMF","File Modified"
true,"1999-06-24 20:53:48",/WINDOWS/Fonts/MAIAN.TTF,"File Modified"
true,"2001-05-24 00:43:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0386764.JPG","File Modified"
true,"1998-03-25 02:44:06","/WINDOWS/system32/VBAEN32.OLB","File Modified"
true,"1999-01-27 11:29:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0215709.WMF","File Modified"
true,"2001-05-24 03:14:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0387337.JPG","File Modified"
true,"1998-03-25 02:44:06","/WINDOWS/system32/VBAEND32.OLB","File Modified"
true,"1999-11-16 00:09:12","/WINDOWS/Fonts/LSANSI.TTF","File Modified"
true,"1999-01-27 11:29:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0215710.WMF","File Modified"
true,"2001-07-22 02:24:30","/Documents and Settings/All Users/Application Data/Microsoft/Network/Connections/Pbk/sharedaccess.ini","File Modified"
true,"1999-08-19 01:14:20","/WINDOWS/Fonts/MATURASC.TTF","File Modified"
true,"1999-01-27 11:29:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0215718.WMF","File Modified"
true,"1999-08-19 01:14:20","/WINDOWS/Fonts/MISTRAL.TTF","File Modified"
true,"1999-08-19 01:14:20",/WINDOWS/Fonts/MOD20.TTF,"File Modified"
true,"2001-05-29 23:59:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0387882.JPG","File Modified"
true,"1998-07-04 01:23:00","/WINDOWS/Fonts/MSMINCHO.TTF","File Modified"
true,"1998-11-11 03:52:54","/WINDOWS/Fonts/MTCORSVA.TTF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/JAVA_01.MID","File Modified"
true,"1998-07-15 02:42:16","/WINDOWS/Fonts/NIAGENG.TTF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/JNGLE_01.MID","File Modified"
true,"1998-07-15 02:42:16","/WINDOWS/Fonts/NIAGSOL.TTF","File Modified"
true,"1998-03-09 21:43:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/MP00021_.WMF","File Modified"
true,"1999-06-24 22:33:58","/WINDOWS/Fonts/OCRAEXT.TTF","File Modified"
true,"1998-03-09 21:46:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/MP00132_.WMF","File Modified"
true,"2002-04-24 07:31:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0106124.WMF","File Modified"
true,"1996-12-04 03:50:14","/WINDOWS/system32/VEN2232.OLB","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/OLDENGL.TTF","File Modified"
true,"1998-03-10 07:08:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00042_.WMF","File Modified"
true,"1999-08-19 01:14:28",/WINDOWS/Fonts/ONYX.TTF,"File Modified"
true,"1998-03-10 05:00:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/NA00238_.WMF","File Modified"
true,"1999-06-30 02:57:48","/WINDOWS/Fonts/PALSCRI.TTF","File Modified"
true,"2002-05-11 05:19:14","/WINDOWS/Fonts/PAPYRUS.TTF","File Modified"
true,"1998-03-10 02:36:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00683_.WMF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/PARCHM.TTF","File Modified"
true,"1999-06-29 20:54:28","/WINDOWS/Fonts/PERBI___.TTF","File Modified"
true,"2001-07-22 07:41:42","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/stdnames.gpd","File Modified"
true,"1999-06-29 20:54:28","/WINDOWS/Fonts/PERB____.TTF","File Modified"
true,"1998-03-09 23:29:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00726_.WMF","File Modified"
true,"1999-06-29 20:54:28","/WINDOWS/Fonts/PERI____.TTF","File Modified"
true,"1998-03-10 09:15:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00728_.WMF","File Modified"
true,"1999-06-29 00:17:50","/WINDOWS/Fonts/PERTIBD.TTF","File Modified"
true,"1998-03-10 02:34:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00732_.WMF","File Modified"
true,"1999-06-30 00:15:34","/WINDOWS/Fonts/PER_____.TTF","File Modified"
true,"1998-03-10 02:34:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00734_.WMF","File Modified"
true,"1999-06-29 00:17:50","/WINDOWS/Fonts/PERTILI.TTF","File Modified"
true,"1998-03-10 02:34:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00735_.WMF","File Modified"
true,"1999-08-19 01:14:30","/WINDOWS/Fonts/PLAYBILL.TTF","File Modified"
true,"1998-03-10 09:15:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00736_.WMF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/POORICH.TTF","File Modified"
true,"1998-03-09 21:42:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00768_.WMF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/PRISTINA.TTF","File Modified"
true,"1998-03-10 06:42:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00828_.WMF","File Modified"
true,"1999-06-24 22:33:58",/WINDOWS/Fonts/RAGE.TTF,"File Modified"
true,"1998-03-10 06:41:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00834_.WMF","File Modified"
true,"1998-07-15 02:42:16",/WINDOWS/Fonts/RAVIE.TTF,"File Modified"
true,"1998-03-10 06:41:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00837_.WMF","File Modified"
true,"1999-05-07 00:59:32","/WINDOWS/Fonts/REFSAN.TTF","File Modified"
true,"1998-09-04 04:14:22","/WINDOWS/Fonts/REFSPCL.TTF","File Modified"
true,"1999-06-29 23:55:58","/WINDOWS/Fonts/ROCCB___.TTF","File Modified"
true,"1999-06-29 23:55:58","/WINDOWS/Fonts/ROCC____.TTF","File Modified"
true,"2000-12-22 04:27:50","/Program Files/Common Files/Microsoft Shared/THEMES12/THEMES.INF","File Modified"
true,"1999-06-29 23:56:10",/WINDOWS/Fonts/ROCK.TTF,"File Modified"
true,"1999-06-29 23:56:10",/WINDOWS/Fonts/ROCKB.TTF,"File Modified"
true,"1999-06-29 23:56:10","/WINDOWS/Fonts/ROCKBI.TTF","File Modified"
true,"1999-06-30 02:57:42","/WINDOWS/Fonts/ROCKEB.TTF","File Modified"
true,"1999-06-29 23:56:10",/WINDOWS/Fonts/ROCKI.TTF,"File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/SNAP____.TTF","File Modified"
true,"1999-10-15 22:56:04","/WINDOWS/Fonts/VLADIMIR.TTF","File Modified"
true,"2002-04-24 06:40:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0107266.WMF","File Modified"
true,"2002-01-23 05:22:20","/WINDOWS/Fonts/WINGDNG2.TTF","File Modified"
true,"2002-01-23 05:22:22","/WINDOWS/Fonts/WINGDNG3.TTF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099146.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099147.JPG","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099148.JPG","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099149.WMF","File Modified"
true,"1998-03-11 01:46:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00557_.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099150.JPG","File Modified"
true,"1998-03-11 06:05:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00915_.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099151.WMF","File Modified"
true,"1998-03-11 01:50:50","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00919_.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099152.JPG","File Modified"
true,"1998-03-11 05:40:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00956_.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099153.WMF","File Modified"
true,"1998-03-11 05:37:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/IN00957_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/INDST_01.MID","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099154.JPG","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099155.JPG","File Modified"
true,"1998-04-10 01:38:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0075478.GIF","File Modified"
true,"2000-10-10 17:23:20","/Program Files/Common Files/Microsoft Shared/TRANSLAT/ESEN/MSB1ESEN.DLL","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099156.JPG","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099157.JPG","File Modified"
true,"1999-03-16 23:20:24","/Program Files/Common Files/Microsoft Shared/TRANSLAT/ESEN/WT61ES.LEX","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR35F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099158.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR48F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099159.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR10F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099160.JPG","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/ZPDIR41F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099168.JPG","File Modified"
true,"2000-10-10 10:16:24","/Program Files/Common Files/Microsoft Shared/TRANSLAT/FREN/MSB1FREN.DLL","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PAPERS.INI","File Modified"
true,"2001-08-18 03:36:36","/WINDOWS/system32/wowfax.dll","File Created"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR10F.GIF","File Modified"
true,"1999-03-16 16:20:26","/Program Files/Common Files/Microsoft Shared/TRANSLAT/FREN/WT61FR.LEX","File Modified"
true,"2001-08-18 03:36:36","/WINDOWS/system32/wowfaxui.dll","File Created"
true,"2002-07-31 06:42:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0089945.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR11F.GIF","File Modified"
true,"2001-01-12 14:51:16","/Program Files/Common Files/Microsoft Shared/TRANSLAT/MSB1AR.LEX","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR12F.GIF","File Modified"
true,"2002-07-31 06:42:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0090027.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR13F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR14F.GIF","File Modified"
true,"2002-07-31 06:42:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0107724.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR15F.GIF","File Modified"
true,"2002-07-31 06:42:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0090149.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR16F.GIF","File Modified"
true,"2002-07-31 06:42:54","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0090390.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR17F.GIF","File Modified"
true,"1998-03-14 08:07:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01255G.GIF","File Modified"
true,"1998-04-22 05:18:02","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0090777.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR18F.GIF","File Modified"
true,"1998-03-14 06:39:12","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01265U.BMP","File Modified"
true,"1998-04-22 05:18:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0090779.WMF","File Modified"
true,"2001-07-22 07:41:42","/WINDOWS/SoftwareDistribution/Download/cf8ec753e88561d2ddb53e183dc05c3e/locale.gpd","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR19F.GIF","File Modified"
true,"1998-03-14 06:50:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01332U.BMP","File Modified"
true,"1998-04-22 05:18:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0090781.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR1B.GIF","File Modified"
true,"1998-03-14 06:50:18","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01478U.BMP","File Modified"
true,"1998-04-22 05:18:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0090783.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR1F.GIF","File Modified"
true,"1998-03-14 06:50:08","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01562U.BMP","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR20F.GIF","File Modified"
true,"1998-03-14 06:50:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01607U.BMP","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR21F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099161.JPG","File Modified"
true,"1998-03-14 08:12:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH01931J.JPG","File Modified"
true,"1998-12-11 01:15:50","/Program Files/Common Files/Microsoft Shared/VBA/VBA6/1033/FM20.CHM","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR22F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099162.JPG","File Modified"
true,"1998-03-14 06:46:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/PH02398U.BMP","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR23F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099163.WMF","File Modified"
true,"1999-11-20 04:42:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02282_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR24F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099164.WMF","File Modified"
true,"1999-11-20 02:39:44","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02288_.WMF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099165.JPG","File Modified"
true,"1998-03-10 03:49:58","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE02369_.WMF","File Modified"
true,"1998-07-24 00:39:32","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR25F.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR26F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099166.JPG","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR27F.GIF","File Modified"
true,"1998-02-06 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/J0099167.JPG","File Modified"
true,"1998-03-10 00:11:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE03236_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR28B.GIF","File Modified"
true,"1998-03-09 21:40:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/PE03331_.WMF","File Modified"
true,"1998-03-09 21:47:36","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00364_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR28F.GIF","File Modified"
true,"1998-03-09 21:47:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00367_.WMF","File Modified"
true,"1998-03-11 05:37:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD01659_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR29B.GIF","File Modified"
true,"1998-03-11 01:54:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD01660_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR29F.GIF","File Modified"
true,"1998-03-09 21:47:40","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00382_.WMF","File Modified"
true,"1998-03-10 07:05:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00390_.WMF","File Modified"
true,"1998-07-20 22:37:36","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR2B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR2F.GIF","File Modified"
true,"1998-03-10 07:05:34","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00391_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR30B.GIF","File Modified"
true,"1998-03-10 06:45:38","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00416_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR30F.GIF","File Modified"
true,"1998-03-09 21:47:46","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00423_.WMF","File Modified"
true,"2002-07-31 06:42:52","/Program Files/Microsoft Office/CLIPART/PUB60COR/FD02161_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/FLAP.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR31B.GIF","File Modified"
true,"1998-03-09 21:42:30","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00444_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/CLIPART/PUB60COR/GRDEN_01.MID","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR31F.GIF","File Modified"
true,"1998-03-10 06:29:14","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00452_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR32B.GIF","File Modified"
true,"1998-03-09 21:44:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00437_.WMF","File Modified"
true,"1998-03-10 06:29:04","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00453_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR32F.GIF","File Modified"
true,"1998-03-14 06:35:42","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00454_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR33B.GIF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR33F.GIF","File Modified"
true,"1998-03-09 21:42:28","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00476_.WMF","File Modified"
true,"1999-11-20 02:39:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00687_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR34B.GIF","File Modified"
true,"1998-03-09 21:47:56","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00479_.WMF","File Modified"
true,"1998-03-10 07:43:24","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD00705_.WMF","File Modified"
true,"1999-06-06 15:09:26","/Program Files/Common Files/Microsoft Shared/Web Folders/MSOWS409.DLL","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR34F.GIF","File Modified"
true,"1998-03-09 21:42:26","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00483_.WMF","File Modified"
true,"1998-03-10 09:05:16","/Program Files/Microsoft Office/CLIPART/PUB60COR/DD01015_.WMF","File Modified"
true,"1997-12-08 14:00:00","/Program Files/Microsoft Office/Office12/1033/PUBSPAPR/PDIR35B.GIF","File Modified"
true,"1998-03-10 03:41:20","/Program Files/Microsoft Office/CLIPART/PUB60COR/SO00486_.WMF","File Modified"
